gene,gene_name,fold_seed42,fold_seed43,fold_seed44
ENSG00000143437,ARNT,1,1,3
ENSG00000172379,ARNT2,3,0,4
ENSG00000133794,BMAL1,3,0,0
ENSG00000029153,BMAL2,1,0,2
ENSG00000241685,ARPC1A,0,1,2
ENSG00000130429,ARPC1B,0,3,1
ENSG00000163466,ARPC2,3,1,2
ENSG00000111229,ARPC3,3,3,1
ENSG00000250151,ARPC4-TTLL3,4,4,4
ENSG00000162704,ARPC5,2,1,0
ENSG00000136950,ARPC5L,1,1,1
ENSG00000137486,ARRB1,3,2,2
ENSG00000141480,ARRB2,2,0,0
ENSG00000197070,ARRDC1,0,0,3
ENSG00000105643,ARRDC2,4,0,1
ENSG00000113369,ARRDC3,2,1,4
ENSG00000140450,ARRDC4,1,0,1
ENSG00000100299,ARSA,0,4,1
ENSG00000113273,ARSB,3,1,3
ENSG00000141337,ARSG,4,3,2
ENSG00000164291,ARSK,0,2,1
ENSG00000173409,ARV1,4,2,0
ENSG00000004848,ARX,2,0,2
ENSG00000104763,ASAH1,2,4,0
ENSG00000204147,ASAH2B,2,2,2
ENSG00000151693,ASAP2,3,4,1
ENSG00000088280,ASAP3,1,0,2
ENSG00000065802,ASB1,1,1,1
ENSG00000196372,ASB13,4,1,2
ENSG00000239388,ASB14,4,0,1
ENSG00000100628,ASB2,0,0,2
ENSG00000148331,ASB6,0,4,3
ENSG00000183475,ASB7,1,4,2
ENSG00000177981,ASB8,4,0,1
ENSG00000138303,ASCC1,3,1,3
ENSG00000100325,ASCC2,2,3,2
ENSG00000112249,ASCC3,1,4,4
ENSG00000139352,ASCL1,4,2,1
ENSG00000183734,ASCL2,0,2,0
ENSG00000176009,ASCL3,3,2,2
ENSG00000187855,ASCL4,2,2,2
ENSG00000232237,ASCL5,4,2,0
ENSG00000111875,ASF1A,2,1,3
ENSG00000105011,ASF1B,1,3,3
ENSG00000116539,ASH1L,1,1,2
ENSG00000129691,ASH2L,0,0,4
ENSG00000110881,ASIC1,2,4,4
ENSG00000213199,ASIC3,3,0,3
ENSG00000126522,ASL,2,0,4
ENSG00000169093,ASMTL,2,1,2
ENSG00000198356,GET3,1,2,0
ENSG00000070669,ASNS,0,1,4
ENSG00000138381,ASNSD1,4,1,3
ENSG00000198363,ASPH,3,0,0
ENSG00000128203,ASPHD2,2,0,2
ENSG00000066279,ASPM,4,0,3
ENSG00000244617,ASPRV1,1,0,2
ENSG00000169696,ASPSCR1,2,2,0
ENSG00000162174,ASRGL1,2,1,1
ENSG00000034533,ASTE1,1,1,1
ENSG00000188886,ASTL,1,2,3
ENSG00000171456,ASXL1,4,4,0
ENSG00000143970,ASXL2,3,2,3
ENSG00000138138,ATAD1,3,2,1
ENSG00000156802,ATAD2,0,1,2
ENSG00000119778,ATAD2B,3,1,4
ENSG00000197785,ATAD3A,2,2,3
ENSG00000160072,ATAD3B,0,3,0
ENSG00000176208,ATAD5,3,2,1
ENSG00000137343,ATAT1,0,2,0
ENSG00000107669,ATE1,4,2,3
ENSG00000123268,ATF1,3,0,4
ENSG00000115966,ATF2,4,4,3
ENSG00000162772,ATF3,1,4,3
ENSG00000128272,ATF4,0,3,2
ENSG00000118217,ATF6,1,2,1
ENSG00000213676,ATF6B,2,3,3
ENSG00000170653,ATF7,3,1,4
ENSG00000171681,ATF7IP,1,1,2
ENSG00000166669,ATF7IP2,4,2,0
ENSG00000152348,ATG10,3,1,1
ENSG00000123395,ATG101,0,2,0
ENSG00000145782,ATG12,0,4,0
ENSG00000175224,ATG13,0,1,1
ENSG00000126775,ATG14,3,0,4
ENSG00000085978,ATG16L1,1,4,4
ENSG00000168010,ATG16L2,3,4,2
ENSG00000110046,ATG2A,1,2,3
ENSG00000066739,ATG2B,0,0,3
ENSG00000144848,ATG3,0,3,2
ENSG00000101844,ATG4A,0,0,4
ENSG00000168397,ATG4B,3,1,4
ENSG00000125703,ATG4C,4,3,4
ENSG00000130734,ATG4D,1,2,0
ENSG00000057663,ATG5,3,4,3
ENSG00000197548,ATG7,0,0,1
ENSG00000198925,ATG9A,1,2,3
ENSG00000181652,ATG9B,1,1,3
ENSG00000138363,ATIC,4,1,3
ENSG00000198513,ATL1,3,4,4
ENSG00000119787,ATL2,2,0,4
ENSG00000184743,ATL3,1,4,4
ENSG00000149311,ATM,0,2,1
ENSG00000166454,ATMIN,2,0,4
ENSG00000111676,ATN1,0,4,4
ENSG00000172238,ATOH1,0,2,4
ENSG00000179774,ATOH7,4,1,2
ENSG00000168874,ATOH8,0,0,0
ENSG00000177556,ATOX1,1,0,0
ENSG00000206190,ATP10A,3,0,4
ENSG00000145246,ATP10D,2,2,2
ENSG00000068650,ATP11A,4,0,0
ENSG00000058063,ATP11B,1,1,1
ENSG00000105726,ATP13A1,0,4,2
ENSG00000159363,ATP13A2,2,3,4
ENSG00000133657,ATP13A3,1,4,1
ENSG00000105409,ATP1A3,4,0,3
ENSG00000143153,ATP1B1,0,2,3
ENSG00000069849,ATP1B3,4,3,0
ENSG00000166896,ATP23,0,2,0
ENSG00000174437,ATP2A2,4,1,4
ENSG00000074370,ATP2A3,0,3,2
ENSG00000070961,ATP2B1,2,1,4
ENSG00000058668,ATP2B4,3,0,0
ENSG00000017260,ATP2C1,1,2,0
ENSG00000152234,ATP5F1A,2,1,4
ENSG00000110955,ATP5F1B,2,4,4
ENSG00000165629,ATP5F1C,2,1,4
ENSG00000099624,ATP5F1D,4,2,4
ENSG00000124172,ATP5F1E,0,3,2
ENSG00000130770,ATP5IF1,4,0,0
ENSG00000159199,ATP5MC1,1,2,2
ENSG00000135390,ATP5MC2,3,3,0
ENSG00000154518,ATP5MC3,1,3,2
ENSG00000169020,ATP5ME,4,2,2
ENSG00000241468,ATP5MF,4,4,4
ENSG00000248919,ATP5MF-PTCD1,3,3,0
ENSG00000167283,ATP5MG,4,3,4
ENSG00000167863,ATP5PD,2,3,2
ENSG00000154723,ATP5PF,2,4,4
ENSG00000241837,ATP5PO,0,3,4
ENSG00000125375,DMAC2L,2,0,3
ENSG00000182220,ATP6AP2,4,1,3
ENSG00000033627,ATP6V0A1,2,3,4
ENSG00000185344,ATP6V0A2,3,4,3
ENSG00000113732,ATP6V0E1,1,2,3
ENSG00000171130,ATP6V0E2,1,1,1
ENSG00000143882,ATP6V1C2,3,4,0
ENSG00000100554,ATP6V1D,1,1,2
ENSG00000131100,ATP6V1E1,4,1,2
ENSG00000250565,ATP6V1E2,0,4,2
ENSG00000213760,ATP6V1G2,2,2,1
ENSG00000165240,ATP7A,3,0,0
ENSG00000124406,ATP8A1,1,1,2
ENSG00000132932,ATP8A2,2,0,3
ENSG00000081923,ATP8B1,3,3,4
ENSG00000143515,ATP8B2,4,3,4
ENSG00000130270,ATP8B3,2,3,1
ENSG00000104043,ATP8B4,1,1,2
ENSG00000054793,ATP9A,2,0,0
ENSG00000166377,ATP9B,1,3,2
ENSG00000123472,ATPAF1,1,3,2
ENSG00000171953,ATPAF2,1,4,4
ENSG00000138085,ATRAID,3,2,2
ENSG00000088812,ATRN,3,0,3
ENSG00000085224,ATRX,3,2,4
ENSG00000124788,ATXN1,2,4,0
ENSG00000130638,ATXN10,0,4,3
ENSG00000224470,ATXN1L,4,3,3
ENSG00000204842,ATXN2,4,2,2
ENSG00000168488,ATXN2L,4,2,1
ENSG00000066427,ATXN3,2,1,0
ENSG00000146776,ATXN7L1,0,3,2
ENSG00000162650,ATXN7L2,0,1,1
ENSG00000087152,ATXN7L3,0,3,2
ENSG00000253719,ATXN7L3B,0,4,4
ENSG00000148090,AUH,2,4,0
ENSG00000127423,AUNIP,3,1,4
ENSG00000115307,AUP1,0,2,1
ENSG00000175756,AURKAIP1,2,1,3
ENSG00000158321,AUTS2,1,3,1
ENSG00000169857,AVEN,0,0,2
ENSG00000135407,AVIL,1,1,2
ENSG00000105778,AVL9,3,0,1
ENSG00000119986,AVPI1,4,3,0
ENSG00000126895,AVPR2,0,3,3
ENSG00000103126,AXIN1,3,1,4
ENSG00000168646,AXIN2,4,2,0
ENSG00000167601,AXL,1,2,2
ENSG00000160862,AZGP1,3,1,4
ENSG00000163512,AZI2,2,4,1
ENSG00000155096,AZIN1,3,3,3
ENSG00000142920,AZIN2,1,3,1
ENSG00000166710,B2M,4,1,3
ENSG00000162885,B3GALNT2,1,3,1
ENSG00000162630,B3GALT2,4,3,4
ENSG00000235863,B3GALT4,1,0,0
ENSG00000176022,B3GALT6,3,0,0
ENSG00000109956,B3GAT1,3,0,4
ENSG00000112309,B3GAT2,3,1,3
ENSG00000149541,B3GAT3,0,3,1
ENSG00000187676,B3GLCT,3,4,3
ENSG00000170340,B3GNT2,3,2,3
ENSG00000176597,B3GNT5,1,3,4
ENSG00000237172,B3GNT9,0,2,1
ENSG00000175711,B3GNTL1,0,4,1
ENSG00000135454,B4GALNT1,4,1,2
ENSG00000139044,B4GALNT3,4,3,2
ENSG00000182272,B4GALNT4,2,3,2
ENSG00000086062,B4GALT1,3,4,0
ENSG00000117411,B4GALT2,4,3,1
ENSG00000158850,B4GALT3,0,0,2
ENSG00000121578,B4GALT4,3,1,3
ENSG00000158470,B4GALT5,4,3,3
ENSG00000027847,B4GALT7,2,1,2
ENSG00000174684,B4GAT1,2,1,3
ENSG00000123810,B9D2,4,0,1
ENSG00000105393,BABAM1,2,1,1
ENSG00000158019,BABAM2,0,0,1
ENSG00000186318,BACE1,4,0,4
ENSG00000156273,BACH1,4,4,0
ENSG00000112182,BACH2,0,3,2
ENSG00000002330,BAD,3,0,2
ENSG00000107262,BAG1,2,3,3
ENSG00000112208,BAG2,0,1,2
ENSG00000151929,BAG3,2,1,0
ENSG00000156735,BAG4,3,1,0
ENSG00000166170,BAG5,2,2,3
ENSG00000140320,BAHD1,0,2,4
ENSG00000175866,BAIAP2,1,0,4
ENSG00000006453,BAIAP2L1,3,3,0
ENSG00000128298,BAIAP2L2,1,3,1
ENSG00000007516,BAIAP3,2,0,2
ENSG00000030110,BAK1,2,1,4
ENSG00000095739,BAMBI,2,0,3
ENSG00000153064,BANK1,2,1,0
ENSG00000163930,BAP1,1,1,1
ENSG00000125492,BARHL1,4,2,0
ENSG00000143032,BARHL2,0,0,1
ENSG00000131668,BARX1,2,0,0
ENSG00000043039,BARX2,0,1,0
ENSG00000176788,BASP1,2,2,2
ENSG00000156127,BATF,3,1,4
ENSG00000168062,BATF2,2,1,3
ENSG00000123685,BATF3,3,2,1
ENSG00000087088,BAX,1,3,3
ENSG00000198604,BAZ1A,3,2,2
ENSG00000009954,BAZ1B,4,3,2
ENSG00000076108,BAZ2A,0,3,4
ENSG00000123636,BAZ2B,3,0,1
ENSG00000105327,BBC3,4,2,0
ENSG00000214413,BBIP1,1,3,0
ENSG00000174483,BBS1,3,1,3
ENSG00000179941,BBS10,1,1,1
ENSG00000181004,BBS12,2,4,2
ENSG00000125124,BBS2,0,1,2
ENSG00000140463,BBS4,2,1,2
ENSG00000138686,BBS7,4,2,0
ENSG00000122507,BBS9,1,2,2
ENSG00000114439,BBX,2,0,0
ENSG00000075790,BCAP29,1,2,4
ENSG00000185825,BCAP31,4,0,0
ENSG00000141376,BCAS3,4,0,4
ENSG00000124243,BCAS4,3,3,1
ENSG00000060982,BCAT1,1,4,2
ENSG00000105552,BCAT2,4,0,2
ENSG00000186666,BCDIN3D,2,2,1
ENSG00000248098,BCKDHA,4,3,0
ENSG00000083123,BCKDHB,3,4,4
ENSG00000103507,BCKDK,0,0,1
ENSG00000142867,BCL10,1,3,1
ENSG00000119866,BCL11A,2,0,0
ENSG00000127152,BCL11B,3,0,3
ENSG00000171791,BCL2,4,3,1
ENSG00000140379,BCL2A1,1,3,2
ENSG00000171552,BCL2L1,1,1,2
ENSG00000153094,BCL2L11,0,3,3
ENSG00000126453,BCL2L12,4,3,4
ENSG00000099968,BCL2L13,3,2,4
ENSG00000121380,BCL2L14,3,0,2
ENSG00000129473,BCL2L2,1,0,0
ENSG00000069399,BCL3,3,3,1
ENSG00000113916,BCL6,0,4,3
ENSG00000161940,BCL6B,1,4,0
ENSG00000110987,BCL7A,0,1,4
ENSG00000106635,BCL7B,4,4,1
ENSG00000099385,BCL7C,2,1,3
ENSG00000116128,BCL9,1,1,4
ENSG00000186174,BCL9L,3,4,1
ENSG00000029363,BCLAF1,3,3,3
ENSG00000183337,BCOR,4,4,4
ENSG00000085185,BCORL1,4,0,1
ENSG00000186716,BCR,1,2,4
ENSG00000074582,BCS1L,3,0,0
ENSG00000161267,BDH1,1,1,4
ENSG00000164039,BDH2,3,4,0
ENSG00000145734,BDP1,3,1,2
ENSG00000183092,BEGAIN,0,0,4
ENSG00000177324,BEND2,2,4,3
ENSG00000178409,BEND3,4,3,1
ENSG00000188848,BEND4,0,2,0
ENSG00000162373,BEND5,1,1,3
ENSG00000167995,BEST1,3,4,2
ENSG00000142959,BEST4,3,4,2
ENSG00000177951,BET1L,2,0,0
ENSG00000133169,BEX1,2,1,0
ENSG00000133134,BEX2,0,4,3
ENSG00000166681,BEX3,1,0,2
ENSG00000102409,BEX4,1,4,4
ENSG00000184515,BEX5,1,0,3
ENSG00000103429,BFAR,2,1,3
ENSG00000180535,BHLHA15,1,3,2
ENSG00000205899,BHLHA9,0,1,2
ENSG00000198908,GPRASP3,4,4,0
ENSG00000180828,BHLHE22,1,0,3
ENSG00000125533,BHLHE23,3,2,4
ENSG00000134107,BHLHE40,3,0,1
ENSG00000123095,BHLHE41,2,4,3
ENSG00000151746,BICD1,3,3,2
ENSG00000185963,BICD2,4,3,1
ENSG00000135127,BICDL1,0,4,1
ENSG00000063169,BICRA,2,0,1
ENSG00000112624,BICRAL,3,3,4
ENSG00000015475,BID,0,3,2
ENSG00000100290,BIK,3,3,1
ENSG00000136717,BIN1,3,1,1
ENSG00000110934,BIN2,1,3,3
ENSG00000147439,BIN3,0,0,4
ENSG00000110330,BIRC2,4,0,1
ENSG00000023445,BIRC3,0,4,1
ENSG00000115760,BIRC6,1,3,3
ENSG00000134897,BIVM,2,1,0
ENSG00000270181,BIVM-ERCC5,3,3,0
ENSG00000166619,BLCAP,1,0,3
ENSG00000136573,BLK,0,1,3
ENSG00000197299,BLM,0,3,0
ENSG00000108578,BLMH,2,4,2
ENSG00000135441,BLOC1S1,4,1,2
ENSG00000196072,BLOC1S2,1,1,4
ENSG00000189114,BLOC1S3,0,2,4
ENSG00000186222,BLOC1S4,1,4,2
ENSG00000188428,BLOC1S5,4,0,2
ENSG00000104164,BLOC1S6,1,2,1
ENSG00000106605,BLVRA,2,0,1
ENSG00000090013,BLVRB,1,3,4
ENSG00000117475,BLZF1,0,1,1
ENSG00000104081,BMF,4,0,1
ENSG00000168283,BMI1,1,2,4
ENSG00000168487,BMP1,2,4,3
ENSG00000138756,BMP2K,2,0,2
ENSG00000153162,BMP6,0,4,3
ENSG00000183682,BMP8A,1,2,1
ENSG00000116985,BMP8B,0,4,4
ENSG00000107779,BMPR1A,2,4,4
ENSG00000204217,BMPR2,0,4,1
ENSG00000164603,SAMTOR,1,2,3
ENSG00000169594,BNC1,2,1,4
ENSG00000173068,BNC2,1,1,2
ENSG00000140299,BNIP2,0,4,3
ENSG00000176171,BNIP3,0,1,2
ENSG00000104765,BNIP3L,4,2,2
ENSG00000145919,BOD1,0,1,1
ENSG00000038219,BOD1L1,2,3,3
ENSG00000176720,BOK,1,2,2
ENSG00000178096,BOLA1,3,2,4
ENSG00000169627,BOLA2B,3,0,2
ENSG00000163170,BOLA3,2,3,3
ENSG00000165714,BORCS5,0,2,0
ENSG00000196544,BORCS6,4,3,3
ENSG00000166275,BORCS7,4,2,3
ENSG00000254901,BORCS8,4,1,3
ENSG00000064489,BORCS8-MEF2B,1,0,1
ENSG00000172331,BPGM,4,0,0
ENSG00000137274,BPHL,2,2,2
ENSG00000131050,BPIFA2,0,1,4
ENSG00000162813,BPNT1,2,4,0
ENSG00000171634,BPTF,3,1,2
ENSG00000157764,BRAF,0,0,0
ENSG00000089234,BRAP,3,1,0
ENSG00000106009,BRAT1,4,2,2
ENSG00000012048,BRCA1,1,4,0
ENSG00000185515,BRCC3,3,4,0
ENSG00000100425,BRD1,0,4,2
ENSG00000204256,BRD2,0,3,0
ENSG00000169925,BRD3,0,0,3
ENSG00000141867,BRD4,2,2,2
ENSG00000166164,BRD7,3,1,2
ENSG00000112983,BRD8,3,3,2
ENSG00000028310,BRD9,0,3,4
ENSG00000104221,BRF2,2,2,3
ENSG00000184992,BRI3BP,2,4,2
ENSG00000136492,BRIP1,4,1,0
ENSG00000254999,BRK1,0,4,3
ENSG00000174744,BRMS1,3,1,1
ENSG00000100916,BRMS1L,3,1,4
ENSG00000162819,BROX,0,0,2
ENSG00000156983,BRPF1,1,1,2
ENSG00000096070,BRPF3,3,2,4
ENSG00000160469,BRSK1,1,0,3
ENSG00000185658,BRWD1,1,2,3
ENSG00000165288,BRWD3,1,2,4
ENSG00000168000,BSCL2,2,4,3
ENSG00000160058,BSDC1,4,2,3
ENSG00000172270,BSG,0,1,1
ENSG00000119411,BSPRY,1,3,0
ENSG00000109743,BST1,0,1,4
ENSG00000130303,BST2,0,2,0
ENSG00000188909,BSX,0,3,3
ENSG00000095564,BTAF1,1,0,0
ENSG00000064726,BTBD1,0,2,1
ENSG00000148925,BTBD10,2,4,0
ENSG00000151136,ABTB3,1,0,2
ENSG00000222009,BTBD19,3,4,4
ENSG00000133243,BTBD2,0,1,0
ENSG00000132640,BTBD3,2,4,0
ENSG00000184887,BTBD6,0,4,0
ENSG00000011114,BTBD7,2,2,4
ENSG00000189195,BTBD8,4,3,1
ENSG00000169814,BTD,1,2,3
ENSG00000134717,BTF3L4,1,3,0
ENSG00000133639,BTG1,3,1,1
ENSG00000159388,BTG2,0,2,4
ENSG00000154640,BTG3,1,2,0
ENSG00000010671,BTK,4,0,2
ENSG00000186265,BTLA,1,0,2
ENSG00000112763,BTN2A1,2,0,4
ENSG00000124508,BTN2A2,0,2,4
ENSG00000026950,BTN3A1,1,3,3
ENSG00000186470,BTN3A2,3,1,0
ENSG00000111801,BTN3A3,3,1,4
ENSG00000165810,BTNL9,2,4,4
ENSG00000166167,BTRC,3,3,4
ENSG00000071462,BUD23,1,2,2
ENSG00000106245,BUD31,4,4,1
ENSG00000082153,BZW1,2,0,1
ENSG00000136261,BZW2,2,1,3
ENSG00000119965,C10orf88,1,1,1
ENSG00000120055,C10orf95,0,2,4
ENSG00000137720,CFAP68,2,1,3
ENSG00000110665,C11orf21,3,4,3
ENSG00000171067,C11orf24,2,3,3
ENSG00000149179,CSTPP1,2,3,2
ENSG00000182919,C11orf54,1,3,4
ENSG00000110696,C11orf58,4,1,3
ENSG00000166323,C11orf65,3,4,2
ENSG00000175573,C11orf68,3,2,1
ENSG00000180425,C11orf71,1,4,4
ENSG00000166352,IFTAP,2,0,3
ENSG00000173715,TOP6BL,3,2,4
ENSG00000188070,ZFTA,3,1,2
ENSG00000187479,C11orf96,4,0,1
ENSG00000278615,C11orf98,3,1,4
ENSG00000139637,MYG1,1,4,1
ENSG00000133641,RLIG1,2,3,2
ENSG00000047621,FERRY3,1,2,3
ENSG00000157895,C12orf43,3,2,0
ENSG00000111412,SPRING1,3,0,4
ENSG00000111678,C12orf57,3,3,2
ENSG00000130921,MTRFR,0,4,4
ENSG00000174206,KICS2,0,0,3
ENSG00000204954,UQCC6,2,2,1
ENSG00000235162,C12orf75,3,1,1
ENSG00000174456,C12orf76,4,1,2
ENSG00000179933,C14orf119,4,2,3
ENSG00000227051,C14orf132,0,2,4
ENSG00000179476,C14orf28,3,4,3
ENSG00000100802,C14orf93,1,1,0
ENSG00000167173,C15orf39,0,3,1
ENSG00000169609,C15orf40,2,2,4
ENSG00000166920,C15orf48,3,3,3
ENSG00000175779,LINC02694,2,1,0
ENSG00000189227,C15orf61,1,0,3
ENSG00000188277,C15orf62,1,3,3
ENSG00000166780,BMERB1,1,3,1
ENSG00000166455,C16orf46,2,3,2
ENSG00000185905,C16orf54,1,4,0
ENSG00000140688,RUSF1,4,2,2
ENSG00000125149,PHAF1,2,2,4
ENSG00000182831,HAPSTR1,0,2,2
ENSG00000154102,C16orf74,3,3,1
ENSG00000159761,C16orf86,0,3,0
ENSG00000155330,C16orf87,4,0,4
ENSG00000174109,UQCC4,0,0,2
ENSG00000260456,C16orf95,2,3,1
ENSG00000205710,C17orf107,2,3,2
ENSG00000212719,LINC02693,1,3,1
ENSG00000125319,HROB,1,3,2
ENSG00000186665,C17orf58,1,1,0
ENSG00000214226,C17orf67,0,1,3
ENSG00000108666,C17orf75,4,4,0
ENSG00000141219,MTNAP1,1,0,2
ENSG00000141428,C18orf21,2,0,4
ENSG00000152242,ARK2N,1,3,1
ENSG00000177576,C18orf32,0,2,2
ENSG00000166845,C18orf54,2,4,1
ENSG00000131943,C19orf12,3,1,2
ENSG00000177025,C19orf18,1,4,3
ENSG00000228300,FAM174C,4,3,4
ENSG00000167644,C19orf33,0,2,1
ENSG00000214212,C19orf38,3,3,4
ENSG00000105072,C19orf44,4,4,2
ENSG00000160392,C19orf47,3,1,0
ENSG00000293495,C19orf48P,1,3,1
ENSG00000104979,C19orf53,3,1,2
ENSG00000188493,ACTMAP,2,4,0
ENSG00000132016,BRME1,1,4,4
ENSG00000130813,SHFL,4,4,2
ENSG00000174917,MICOS13,0,0,3
ENSG00000221916,C19orf73,0,2,2
ENSG00000197223,C1D,1,0,0
ENSG00000106392,C1GALT1,0,0,4
ENSG00000171155,C1GALT1C1,4,3,1
ENSG00000173372,C1QA,0,1,1
ENSG00000173369,C1QB,0,4,3
ENSG00000108561,C1QBP,0,1,2
ENSG00000159189,C1QC,1,0,2
ENSG00000165985,C1QL3,4,2,4
ENSG00000133466,C1QTNF6,2,2,0
ENSG00000159403,C1R,3,1,2
ENSG00000139178,C1RL,1,3,4
ENSG00000182326,C1S,4,4,3
ENSG00000116922,AIRIM,0,2,3
ENSG00000000460,FIRRM,3,2,3
ENSG00000162817,C1orf115,1,1,3
ENSG00000197982,C1orf122,4,0,2
ENSG00000162384,CZIB,3,1,3
ENSG00000143633,C1orf131,3,3,0
ENSG00000131591,C1orf159,4,0,0
ENSG00000143110,C1orf162,2,4,1
ENSG00000198912,C1orf174,3,0,0
ENSG00000163263,CFAP141,3,1,2
ENSG00000119280,C1orf198,1,4,1
ENSG00000116667,C1orf21,0,0,3
ENSG00000142686,C1orf216,4,4,1
ENSG00000143793,C1orf35,2,0,2
ENSG00000143612,C1orf43,1,2,1
ENSG00000164008,C1orf50,1,0,3
ENSG00000162642,C1orf52,2,4,2
ENSG00000118292,C1orf54,4,0,2
ENSG00000143443,C1orf56,4,4,4
ENSG00000162757,C1orf74,4,4,0
ENSG00000088854,DNAAF9,0,1,2
ENSG00000215595,C20orf202,3,4,4
ENSG00000101220,ADISSP,0,0,3
ENSG00000196476,C20orf96,0,1,4
ENSG00000160298,C21orf58,1,2,3
ENSG00000154642,C21orf91,4,2,1
ENSG00000128346,C22orf23,2,2,4
ENSG00000293428,C22orf46P,4,2,3
ENSG00000172375,C2CD2L,3,0,1
ENSG00000168014,C2CD3,4,4,4
ENSG00000225556,C2CD4D,4,3,0
ENSG00000111731,C2CD5,1,1,4
ENSG00000273045,C2orf15,1,1,0
ENSG00000119147,ECRG4,4,0,1
ENSG00000115998,C2orf42,0,4,3
ENSG00000135974,C2orf49,4,0,4
ENSG00000150873,CIMIP5,1,1,2
ENSG00000168887,C2orf68,0,1,2
ENSG00000178074,C2orf69,4,4,4
ENSG00000237651,C2orf74,4,4,1
ENSG00000186132,C2orf76,0,0,1
ENSG00000187699,C2orf88,2,1,0
ENSG00000125730,C3,3,3,1
ENSG00000171860,C3AR1,1,2,2
ENSG00000114405,CEP15,0,2,0
ENSG00000088543,C3orf18,1,1,4
ENSG00000174928,C3orf33,0,0,4
ENSG00000179021,C3orf38,3,4,4
ENSG00000114529,C3orf52,2,2,0
ENSG00000181744,DIPK2A,3,2,1
ENSG00000188315,C3orf62,4,2,4
ENSG00000123843,C4BPB,1,0,3
ENSG00000154274,C4orf19,2,3,3
ENSG00000164096,C4orf3,3,4,0
ENSG00000151470,C4orf33,3,4,3
ENSG00000205208,C4orf46,4,3,3
ENSG00000205129,CFAP96,1,0,0
ENSG00000243449,NICOL1,1,2,4
ENSG00000197405,C5AR1,3,4,1
ENSG00000113583,C5orf15,3,3,0
ENSG00000181904,C5orf24,4,0,0
ENSG00000181751,MACIR,3,4,1
ENSG00000172244,C5orf34,2,1,3
ENSG00000205765,RIMOC1,3,3,3
ENSG00000234511,C5orf58,0,0,4
ENSG00000164241,C5orf63,0,4,4
ENSG00000196821,ILRUN,1,3,2
ENSG00000185127,C6orf120,4,3,1
ENSG00000204564,C6orf136,1,3,3
ENSG00000203872,C6orf163,0,0,3
ENSG00000185689,TEX56P,1,3,2
ENSG00000130349,MTRES1,0,0,2
ENSG00000221821,C6orf226,1,4,1
ENSG00000204439,C6orf47,3,2,1
ENSG00000204387,SNHG32,0,4,4
ENSG00000112308,C6orf62,4,3,3
ENSG00000198663,C6orf89,4,2,1
ENSG00000112936,C7,4,0,0
ENSG00000146576,INTS15,1,4,1
ENSG00000153790,SPMIP4,2,4,2
ENSG00000146826,TRAPPC14,1,3,4
ENSG00000146540,C7orf50,1,0,0
ENSG00000269955,FMC1-LUC7L2,1,4,4
ENSG00000185955,SPACDR,1,1,3
ENSG00000182307,C8orf33,4,2,2
ENSG00000156172,CFAP418,0,1,0
ENSG00000288596,C8orf44,4,2,1
ENSG00000241852,C8orf58,1,0,2
ENSG00000176731,RBIS,0,2,1
ENSG00000189376,C8orf76,3,4,3
ENSG00000213563,C8orf82,4,1,1
ENSG00000253250,C8orf88,4,1,4
ENSG00000171159,BBLN,2,2,3
ENSG00000148120,AOPEP,1,3,1
ENSG00000135045,C9orf40,1,4,3
ENSG00000165118,QNG1,2,4,2
ENSG00000147894,C9orf72,0,3,0
ENSG00000136819,C9orf78,1,1,3
ENSG00000155621,C9orf85,0,4,1
ENSG00000133742,CA1,3,1,3
ENSG00000154975,CA10,2,0,3
ENSG00000063180,CA11,4,3,4
ENSG00000118298,CA14,4,4,0
ENSG00000104267,CA2,4,4,0
ENSG00000169239,CA5B,4,0,3
ENSG00000131686,CA6,1,1,2
ENSG00000168748,CA7,3,4,4
ENSG00000107159,CA9,3,0,2
ENSG00000120159,CAAP1,1,0,4
ENSG00000135932,CAB39,4,2,4
ENSG00000102547,CAB39L,3,3,1
ENSG00000099991,CABIN1,4,4,3
ENSG00000134508,CABLES1,4,2,3
ENSG00000149679,CABLES2,1,0,1
ENSG00000175544,CABP4,4,4,1
ENSG00000105507,CABP5,4,1,0
ENSG00000160325,CACFD1,1,4,4
ENSG00000158966,CACHD1,0,4,2
ENSG00000141837,CACNA1A,0,2,4
ENSG00000151067,CACNA1C,3,4,2
ENSG00000157388,CACNA1D,2,3,2
ENSG00000198216,CACNA1E,0,1,1
ENSG00000196557,CACNA1H,0,2,2
ENSG00000007402,CACNA2D2,4,4,1
ENSG00000151062,CACNA2D4,3,0,2
ENSG00000067191,CACNB1,1,3,1
ENSG00000165995,CACNB2,0,4,4
ENSG00000167535,CACNB3,1,2,1
ENSG00000182389,CACNB4,0,3,0
ENSG00000151893,CACUL1,1,0,3
ENSG00000116161,CACYBP,3,4,0
ENSG00000084774,CAD,2,2,1
ENSG00000182985,CADM1,2,2,3
ENSG00000175868,CALCB,4,3,1
ENSG00000012822,CALCOCO1,3,4,3
ENSG00000136436,CALCOCO2,1,1,1
ENSG00000122786,CALD1,0,3,1
ENSG00000138172,CALHM2,4,4,2
ENSG00000188820,CALHM6,4,1,3
ENSG00000198668,CALM1,4,2,3
ENSG00000143933,CALM2,3,1,1
ENSG00000160014,CALM3,0,3,1
ENSG00000129007,CALML4,2,3,3
